Servo Motion,Servo Position,EMG Value,EMG Voltage,Flex Value
Finger Opening,162,985,4814.27,342
Finger Opening,161,985,4814.27,342
Finger Opening,160,985,4814.27,346
Finger Opening,159,985,4814.27,350
Finger Opening,158,984,4809.38,354
Finger Opening,157,984,4809.38,356
Finger Opening,156,895,4374.39,359
Finger Opening,155,706,3450.64,362
Finger Opening,154,788,3851.42,365
Finger Opening,153,985,4814.27,367
Finger Opening,152,984,4809.38,371
Finger Opening,151,861,4208.21,373
Finger Opening,150,690,3372.43,366
Finger Opening,149,539,2634.41,379
Finger Opening,148,427,2087,381
Finger Opening,147,394,1925.71,384
Finger Opening,146,538,2629.52,388
Finger Opening,145,657,3211.14,387
Finger Opening,144,781,3817.2,389
Finger Opening,143,834,4076.25,392
Finger Opening,142,984,4809.38,393
Finger Opening,141,984,4809.38,395
Finger Opening,140,984,4809.38,395
Finger Opening,139,984,4809.38,397
Finger Opening,138,975,4765.4,399
Finger Opening,137,744,3636.36,402
Finger Opening,136,665,3250.24,404
Finger Opening,135,652,3186.71,407
Finger Opening,134,545,2663.73,410
Finger Opening,133,485,2370.48,413
Finger Opening,132,510,2492.67,416
Finger Opening,131,750,3665.69,425
Finger Opening,130,707,3455.52,418
Finger Opening,129,541,2644.18,423
Finger Opening,128,440,2150.54,425
Finger Opening,127,401,1959.92,419
Finger Opening,126,346,1691.1,429
Finger Opening,125,548,2678.4,431
Finger Opening,124,710,3470.19,432
Finger Opening,123,785,3836.75,434
Finger Opening,122,741,3621.7,434
Finger Opening,121,780,3812.32,436
Finger Opening,120,652,3186.71,437
Finger Opening,119,557,2722.39,434
Finger Opening,118,855,4178.89,440
Finger Opening,117,930,4545.45,441
Finger Opening,116,909,4442.82,441
Finger Opening,115,840,4105.57,441
Finger Opening,114,984,4809.38,441
Finger Opening,113,984,4809.38,442
Finger Opening,112,984,4809.38,443
Finger Opening,111,984,4809.38,443
Finger Opening,110,984,4809.38,444
Finger Opening,109,984,4809.38,444
Finger Opening,108,758,3704.79,445
Finger Opening,107,632,3088.95,441
Finger Opening,106,543,2653.96,435
Finger Opening,105,526,2570.87,435
Finger Opening,104,404,1974.58,412
Finger Opening,103,351,1715.54,447
Finger Opening,102,448,2189.64,445
Finger Opening,101,563,2751.71,445
Finger Opening,100,596,2913,443
Finger Opening,99,748,3655.91,444
Finger Opening,98,984,4809.38,445
Finger Opening,97,985,4814.27,444
Finger Opening,96,863,4217.99,446
Finger Opening,95,618,3020.53,444
Finger Opening,94,768,3753.67,444
Finger Opening,93,942,4604.11,447
Finger Opening,92,984,4809.38,478
Finger Opening,91,985,4814.27,444
Finger Closing,90,985,4814.27,451
Finger Closing,90,985,4814.27,451
Finger Closing,91,985,4814.27,451
Finger Closing,92,985,4814.27,446
Finger Closing,93,985,4814.27,333
Finger Closing,94,985,4814.27,348
Finger Closing,95,985,4814.27,347
Finger Closing,96,985,4814.27,348
Finger Closing,97,984,4809.38,351
Finger Closing,98,985,4814.27,354
Finger Closing,99,985,4814.27,355
Finger Closing,100,985,4814.27,357
Finger Closing,101,985,4814.27,356
Finger Closing,102,985,4814.27,354
Finger Closing,103,985,4814.27,451
Finger Closing,104,985,4814.27,454
Finger Closing,105,985,4814.27,454
Finger Closing,106,985,4814.27,455
Finger Closing,107,985,4814.27,455
Finger Closing,108,985,4814.27,455
Finger Closing,109,985,4814.27,451
Finger Closing,110,985,4814.27,454
Finger Closing,111,985,4814.27,454
Finger Closing,112,954,4662.76,451
Finger Closing,113,883,4315.74,445
Finger Closing,114,811,3963.83,453
Finger Closing,115,819,4002.93,455
Finger Closing,116,881,4305.96,455
Finger Closing,117,935,4569.89,453
Finger Closing,118,749,3660.8,454
Finger Closing,119,916,4477.03,452
Finger Closing,120,984,4809.38,451
Finger Closing,121,984,4809.38,450
Finger Closing,122,984,4809.38,449
Finger Closing,123,984,4809.38,449
Finger Closing,124,984,4809.38,446
Finger Closing,125,984,4809.38,444
Finger Closing,126,984,4809.38,442
Finger Closing,127,830,4056.7,440
Finger Closing,128,597,2917.89,437
Finger Closing,129,557,2722.39,431
Finger Closing,130,647,3162.27,431
Finger Closing,131,684,3343.11,428
Finger Closing,132,508,2482.89,426
Finger Closing,133,389,1901.27,423
Finger Closing,134,303,1480.94,422
Finger Closing,135,271,1324.54,420
Finger Closing,136,263,1285.43,417
Finger Closing,137,405,1979.47,415
Finger Closing,138,543,2653.96,412
Finger Closing,139,592,2893.45,409
Finger Closing,140,605,2956.99,405
Finger Closing,141,474,2316.72,406
Finger Closing,142,404,1974.58,405
Finger Closing,143,510,2492.67,403
Finger Closing,144,684,3343.11,400
Finger Closing,145,629,3074.29,396
Finger Closing,146,499,2438.91,393
Finger Closing,147,447,2184.75,390
Finger Closing,148,440,2150.54,386
Finger Closing,149,395,1930.6,383
Finger Closing,150,334,1632.45,381
Finger Closing,151,278,1358.75,380
Finger Closing,152,220,1075.27,375
Finger Closing,153,225,1099.71,371
Finger Closing,154,297,1451.61,369
Finger Closing,155,384,1876.83,366
Finger Closing,156,498,2434.02,364
Finger Closing,157,699,3416.42,361
Finger Closing,158,749,3660.8,358
Finger Closing,159,743,3631.48,356
Finger Closing,160,660,3225.81,350
Finger Closing,161,577,2820.14,357
Finger Closing,162,489,2390.03,356
Finger Closing,163,381,1862.17,355
Finger Closing,164,318,1554.25,355
Finger Closing,165,294,1436.95,353
Finger Closing,166,246,1202.35,351
Finger Closing,167,175,855.33,351
Finger Closing,168,171,835.78,350
Finger Closing,169,313,1529.81,342
Finger Opening,170,378,1847.51,347
Finger Opening,170,296,1446.73,346
Finger Opening,169,225,1099.71,346
Finger Opening,168,178,869.99,344
Finger Opening,167,155,757.58,342
Finger Opening,166,167,816.23,341
Finger Opening,165,149,728.25,340
Finger Opening,164,141,689.15,340
Finger Opening,163,214,1045.94,339
Finger Opening,162,404,1974.58,340
Finger Opening,161,503,2458.46,339
Finger Opening,160,567,2771.26,340
Finger Opening,159,694,3391.98,342
Finger Opening,158,763,3729.23,343
Finger Opening,157,984,4809.38,349
Finger Opening,156,985,4814.27,348
Finger Opening,155,985,4814.27,345
Finger Opening,154,985,4814.27,342
Finger Opening,153,985,4814.27,348
Finger Opening,152,985,4814.27,349
Finger Opening,151,985,4814.27,350
Finger Opening,150,922,4506.35,347
Finger Opening,149,782,3822.09,353
Finger Opening,148,903,4413.49,355
Finger Opening,147,786,3841.64,357
Finger Opening,146,774,3782.99,361
Finger Opening,145,690,3372.43,361
Finger Opening,144,659,3220.92,366
Finger Opening,143,571,2790.81,369
Finger Opening,142,568,2776.15,371
Finger Opening,141,467,2282.5,375
Finger Opening,140,478,2336.27,381
Finger Opening,139,516,2521.99,385
Finger Opening,138,587,2869.01,389
Finger Opening,137,690,3372.43,395
Finger Opening,136,650,3176.93,400
Finger Opening,135,733,3582.6,405
Finger Opening,134,781,3817.2,408
Finger Opening,133,984,4809.38,412
Finger Opening,132,984,4809.38,415
Finger Opening,131,984,4809.38,416
Finger Opening,130,984,4809.38,420
Finger Opening,129,919,4491.69,423
Finger Opening,128,756,3695.01,427
Finger Opening,127,626,3059.63,428
Finger Opening,126,505,2468.23,435
Finger Opening,125,627,3064.52,433
Finger Opening,124,953,4657.87,434
Finger Opening,123,984,4809.38,451
Finger Opening,122,984,4809.38,437
Finger Opening,121,984,4809.38,439
Finger Opening,120,984,4809.38,441
Finger Opening,119,984,4809.38,443
Finger Opening,118,942,4604.11,445
Finger Opening,117,984,4809.38,448
Finger Opening,116,984,4809.38,448
Finger Opening,115,984,4809.38,449
Finger Opening,114,984,4809.38,451
Finger Opening,113,984,4809.38,456
Finger Opening,112,984,4809.38,454
Finger Opening,111,984,4809.38,452
Finger Opening,110,984,4809.38,457
Finger Opening,109,984,4809.38,459
Finger Opening,108,984,4809.38,460
Finger Opening,107,984,4809.38,458
Finger Opening,106,984,4809.38,460
Finger Opening,105,854,4174,462
Finger Opening,104,657,3211.14,464
Finger Opening,103,597,2917.89,464
Finger Opening,102,672,3284.46,466
Finger Opening,101,637,3113.39,467
Finger Opening,100,500,2443.79,468
Finger Opening,99,385,1881.72,469
Finger Opening,98,379,1852.39,469
Finger Opening,97,384,1876.83,469
Finger Opening,96,414,2023.46,470
Finger Opening,95,600,2932.55,470
Finger Opening,94,466,2277.61,470
Finger Opening,93,478,2336.27,469
Finger Opening,92,395,1930.6,452
Finger Opening,91,398,1945.26,472
Finger Closing,90,345,1686.22,472
Finger Closing,90,331,1617.79,473
Finger Closing,91,284,1388.07,473
Finger Closing,92,365,1783.97,473
Finger Closing,93,451,2204.3,473
Finger Closing,94,363,1774.19,474
Finger Closing,95,488,2385.14,474
Finger Closing,96,728,3558.16,474
Finger Closing,97,985,4814.27,474
Finger Closing,98,985,4814.27,474
Finger Closing,99,985,4814.27,474
Finger Closing,100,984,4809.38,473
Finger Closing,101,985,4814.27,473
Finger Closing,102,985,4814.27,469
Finger Closing,103,984,4809.38,470
Finger Closing,104,985,4814.27,468
Finger Closing,105,985,4814.27,467
Finger Closing,106,985,4814.27,467
Finger Closing,107,985,4814.27,468
Finger Closing,108,985,4814.27,467
Finger Closing,109,985,4814.27,466
Finger Closing,110,985,4814.27,465
Finger Closing,111,985,4814.27,464
Finger Closing,112,984,4809.38,461
Finger Closing,113,985,4814.27,457
Finger Closing,114,985,4814.27,453
Finger Closing,115,984,4809.38,447
Finger Closing,116,984,4809.38,441
Finger Closing,117,984,4809.38,441
Finger Closing,118,984,4809.38,439
Finger Closing,119,985,4814.27,437
Finger Closing,120,984,4809.38,435
Finger Closing,121,984,4809.38,433
Finger Closing,122,984,4809.38,431
Finger Closing,123,984,4809.38,414
Finger Closing,124,984,4809.38,428
Finger Closing,125,984,4809.38,427
Finger Closing,126,984,4809.38,432
Finger Closing,127,984,4809.38,424
Finger Closing,128,984,4809.38,423
Finger Closing,129,984,4809.38,421
Finger Closing,130,984,4809.38,420
Finger Closing,131,984,4809.38,416
Finger Closing,132,984,4809.38,416
Finger Closing,133,985,4814.27,412
Finger Closing,134,738,3607.04,410
Finger Closing,135,562,2746.82,406
Finger Closing,136,493,2409.58,405
Finger Closing,137,407,1989.25,402
Finger Closing,138,345,1686.22,396
Finger Closing,139,415,2028.35,394
Finger Closing,140,396,1935.48,392
Finger Closing,141,465,2272.73,394
Finger Closing,142,595,2908.11,392
Finger Closing,143,752,3675.46,391
Finger Closing,144,900,4398.83,391
Finger Closing,145,913,4462.37,390
Finger Closing,146,803,3924.73,388
Finger Closing,147,594,2903.23,389
Finger Closing,148,558,2727.27,387
Finger Closing,149,450,2199.41,387
Finger Closing,150,508,2482.89,376
Finger Closing,151,615,3005.86,388
Finger Closing,152,571,2790.81,383
Finger Closing,153,644,3147.6,382
Finger Closing,154,755,3690.13,381
Finger Closing,155,586,2864.13,376
Finger Closing,156,517,2526.88,368
Finger Closing,157,473,2311.83,375
Finger Closing,158,542,2649.07,373
Finger Closing,159,728,3558.16,365
Finger Closing,160,936,4574.78,369
Finger Closing,161,852,4164.22,369
Finger Closing,162,758,3704.79,374
Finger Closing,163,784,3831.87,364
Finger Closing,164,748,3655.91,364
Finger Closing,165,595,2908.11,363
Finger Closing,166,483,2360.7,362
Finger Closing,167,364,1779.08,360
Finger Closing,168,352,1720.43,360
Finger Closing,169,417,2038.12,358
Finger Opening,170,543,2653.96,357
Finger Opening,170,672,3284.46,357
Finger Opening,169,793,3875.86,356
Finger Opening,168,890,4349.95,356
Finger Opening,167,982,4799.61,356
Finger Opening,166,985,4814.27,355
Finger Opening,165,985,4814.27,354
Finger Opening,164,985,4814.27,354
Finger Opening,163,984,4809.38,354
Finger Opening,162,985,4814.27,355
Finger Opening,161,984,4809.38,356
Finger Opening,160,985,4814.27,358
Finger Opening,159,985,4814.27,361
Finger Opening,158,822,4017.6,362
Finger Opening,157,729,3563.05,368
Finger Opening,156,663,3240.47,373
Finger Opening,155,668,3264.91,375
Finger Opening,154,576,2815.25,387
Finger Opening,153,506,2473.12,381
Finger Opening,152,456,2228.74,380
Finger Opening,151,489,2390.03,377
Finger Opening,150,800,3910.07,387
Finger Opening,149,860,4203.32,384
Finger Opening,148,964,4711.63,387
Finger Opening,147,984,4809.38,388
Finger Opening,146,894,4369.5,391
Finger Opening,145,723,3533.72,392
Finger Opening,144,756,3695.01,394
Finger Opening,143,712,3479.96,395
Finger Opening,142,743,3631.48,389
Finger Opening,141,736,3597.26,399
Finger Opening,140,707,3455.52,401
Finger Opening,139,660,3225.81,397
Finger Opening,138,802,3919.84,400
Finger Opening,137,743,3631.48,408
Finger Opening,136,786,3841.64,411
Finger Opening,135,783,3826.98,414
Finger Opening,134,699,3416.42,416
Finger Opening,133,898,4389.05,418
Finger Opening,132,985,4814.27,422
Finger Opening,131,984,4809.38,422
Finger Opening,130,984,4809.38,424
Finger Opening,129,984,4809.38,426
Finger Opening,128,984,4809.38,428
Finger Opening,127,984,4809.38,429
Finger Opening,126,984,4809.38,429
Finger Opening,125,984,4809.38,432
Finger Opening,124,984,4809.38,437
Finger Opening,123,984,4809.38,436
Finger Opening,122,984,4809.38,439
Finger Opening,121,984,4809.38,441
Finger Opening,120,903,4413.49,439
Finger Opening,119,739,3611.93,443
Finger Opening,118,706,3450.64,444
Finger Opening,117,618,3020.53,446
Finger Opening,116,581,2839.69,451
Finger Opening,115,582,2844.57,449
Finger Opening,114,528,2580.65,450
Finger Opening,113,502,2453.57,451
Finger Opening,112,531,2595.31,452
Finger Opening,111,538,2629.52,444
Finger Opening,110,640,3128.05,453
Finger Opening,109,777,3797.65,455
Finger Opening,108,984,4809.38,456
Finger Opening,107,984,4809.38,456
Finger Opening,106,984,4809.38,459
Finger Opening,105,984,4809.38,462
Finger Opening,104,984,4809.38,460
Finger Opening,103,984,4809.38,461
Finger Opening,102,984,4809.38,461
Finger Opening,101,984,4809.38,447
Finger Opening,100,984,4809.38,462
Finger Opening,99,984,4809.38,463
Finger Opening,98,984,4809.38,464
Finger Opening,97,984,4809.38,465
Finger Opening,96,984,4809.38,465
Finger Opening,95,984,4809.38,466
Finger Opening,94,931,4550.34,467
Finger Opening,93,869,4247.31,468
Finger Opening,92,648,3167.16,463
Finger Opening,91,694,3391.98,468
Finger Closing,90,670,3274.68,469
Finger Closing,90,543,2653.96,470
Finger Closing,91,559,2732.16,470
Finger Closing,92,688,3362.66,471
Finger Closing,93,984,4809.38,471
Finger Closing,94,985,4814.27,472
Finger Closing,95,985,4814.27,471
Finger Closing,96,985,4814.27,473
Finger Closing,97,985,4814.27,472
Finger Closing,98,985,4814.27,472
Finger Closing,99,985,4814.27,470
Finger Closing,100,985,4814.27,469
Finger Closing,101,985,4814.27,469
Finger Closing,102,985,4814.27,469
Finger Closing,103,985,4814.27,471
Finger Closing,104,985,4814.27,471
Finger Closing,105,985,4814.27,470
Finger Closing,106,985,4814.27,468
Finger Closing,107,985,4814.27,469
Finger Closing,108,985,4814.27,467
Finger Closing,109,985,4814.27,465
Finger Closing,110,985,4814.27,463
Finger Closing,111,985,4814.27,467
Finger Closing,112,985,4814.27,467
Finger Closing,113,985,4814.27,467
Finger Closing,114,985,4814.27,467
Finger Closing,115,985,4814.27,464
Finger Closing,116,840,4105.57,460
Finger Closing,117,604,2952.1,455
Finger Closing,118,464,2267.84,453
Finger Closing,119,526,2570.87,440
Finger Closing,120,638,3118.28,452
Finger Closing,121,510,2492.67,455
Finger Closing,122,690,3372.43,454
Finger Closing,123,634,3098.73,453
Finger Closing,124,599,2927.66,452
Finger Closing,125,574,2805.47,463
Finger Closing,126,585,2859.24,451
Finger Closing,127,513,2507.33,450
Finger Closing,128,578,2825.02,448
Finger Closing,129,506,2473.12,447
Finger Closing,130,499,2438.91,447
Finger Closing,131,411,2008.8,458
Finger Closing,132,382,1867.06,445
Finger Closing,133,409,1999.02,444
Finger Closing,134,553,2702.83,444
Finger Closing,135,507,2478.01,440
Finger Closing,136,513,2507.33,441
Finger Closing,137,642,3137.83,439
Finger Closing,138,784,3831.87,439
Finger Closing,139,916,4477.03,438
Finger Closing,140,985,4814.27,435
Finger Closing,141,985,4814.27,435
Finger Closing,142,985,4814.27,432
Finger Closing,143,984,4809.38,424
Finger Closing,144,985,4814.27,428
Finger Closing,145,985,4814.27,426
Finger Closing,146,985,4814.27,425
Finger Closing,147,985,4814.27,425
Finger Closing,148,984,4809.38,422
Finger Closing,149,984,4809.38,420
Finger Closing,150,985,4814.27,416
Finger Closing,151,984,4809.38,414
Finger Closing,152,985,4814.27,405
Finger Closing,153,985,4814.27,406
Finger Closing,154,985,4814.27,403
Finger Closing,155,985,4814.27,399
Finger Closing,156,985,4814.27,398
Finger Closing,157,984,4809.38,394
Finger Closing,158,985,4814.27,380
Finger Closing,159,985,4814.27,384
Finger Closing,160,985,4814.27,377
Finger Closing,161,985,4814.27,377
Finger Closing,162,984,4809.38,367
Finger Closing,163,984,4809.38,373
Finger Closing,164,985,4814.27,370
Finger Closing,165,971,4745.85,367
Finger Closing,166,682,3333.33,366
Finger Closing,167,548,2678.4,364
Finger Closing,168,477,2331.38,363
Finger Closing,169,418,2043.01,362
Finger Opening,170,359,1754.64,361
Finger Opening,170,317,1549.36,359
Finger Opening,169,280,1368.52,361
Finger Opening,168,233,1138.81,361
Finger Opening,167,199,972.63,361
Finger Opening,166,170,830.89,361
Finger Opening,165,133,650.05,360
Finger Opening,164,103,503.42,360
Finger Opening,163,910.04,44.77,361
Finger Opening,162,303,1480.94,363
Finger Opening,161,299,1461.39,364
Finger Opening,160,245,1197.46,365
Finger Opening,159,365,1783.97,368
Finger Opening,158,441,2155.43,370
Finger Opening,157,417,2038.12,376
Finger Opening,156,343,1676.44,381
Finger Opening,155,297,1451.61,389
Finger Opening,154,251,1226.78,383
Finger Opening,153,306,1495.6,390
Finger Opening,152,630,3079.18,393
Finger Opening,151,528,2580.65,390
Finger Opening,150,472,2306.94,397
Finger Opening,149,460,2248.29,399
Finger Opening,148,392,1915.93,401
Finger Opening,147,375,1832.84,403
Finger Opening,146,422,2062.56,404
Finger Opening,145,375,1832.84,407
Finger Opening,144,448,2189.64,409
Finger Opening,143,446,2179.86,418
Finger Opening,142,336,1642.23,412
Finger Opening,141,340,1661.78,413
Finger Opening,140,307,1500.49,415
Finger Opening,139,306,1495.6,416
Finger Opening,138,311,1520.04,420
Finger Opening,137,318,1554.25,422
Finger Opening,136,335,1637.34,421
Finger Opening,135,449,2194.53,425
Finger Opening,134,465,2272.73,428
Finger Opening,133,398,1945.26,429
Finger Opening,132,360,1759.53,430
Finger Opening,131,354,1730.21,433
Finger Opening,130,328,1603.13,434
Finger Opening,129,329,1608.02,436
Finger Opening,128,459,2243.4,435
Finger Opening,127,489,2390.03,439
Finger Opening,126,474,2316.72,439
Finger Opening,125,449,2194.53,441
